model,checkpoint,term,task,prompt_id,prompt_template_bind,eb_star,eb_per_layer,best_layer,entropy,span_indices,n_term_tokens,prompt_template_beh,behavioral_score,step,model_short
pythia-160m-deduped,step143000,skip link,generation,gen_001,"In web accessibility, a skip link is",0.850026,"[0.456093, 0.281816, 0.622043, 0.638232, 0.098744, 0.373556, 0.469059, 0.40905, 0.850013, 0.794666, 0.850026, 0.779538]",10,0.687015,"[6, 7]",2,"In web accessibility, a skip link is",0.6666666666666666,143000,160m
pythia-160m-deduped,step143000,skip link,generation,gen_002,"For keyboard navigation, a skip link",0.913615,"[0.471138, 0.164844, 0.674844, 0.651074, 0.116013, 0.428951, 0.462754, 0.521335, 0.913615, 0.439167, 0.610697, 0.797367]",8,0.20034,"[6, 7]",2,"For keyboard navigation, a skip link",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,skip link,generation,gen_003,"To implement a skip link, developers should",0.911768,"[0.414346, 0.468392, 0.641644, 0.618668, 0.125733, 0.3892, 0.483742, 0.587241, 0.911768, 0.016842, 0.723, 0.806022]",8,0.260504,"[4, 5]",2,"To implement a skip link, developers should",0.6666666666666666,143000,160m
pythia-160m-deduped,step143000,skip link,generation,gen_004,"Without a skip link, keyboard users may",0.797022,"[0.495188, 0.370041, 0.678239, 0.625098, 0.101086, 0.174848, 0.213577, 0.490487, 0.020739, 0.010052, 0.797022, 0.704766]",10,0.139062,"[3, 4]",2,"Without a skip link, keyboard users may",0.0,143000,160m
pythia-160m-deduped,step143000,skip link,generation,gen_005,An accessibility review noted the absence of a skip link. This means,0.82685,"[0.457689, 0.32802, 0.657257, 0.653108, 0.07658, 0.332486, 0.434938, 0.413725, 0.012534, 0.518762, 0.48995, 0.82685]",11,1.157956,"[9, 10]",2,An accessibility review noted the absence of a skip link. This means,0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,skip link,generation,gen_006,"When designing accessible navigation, a skip link ensures",0.806183,"[0.47018, 0.235681, 0.615626, 0.648009, 0.129243, 0.415263, 0.422081, 0.470902, 0.014665, 0.641248, 0.725859, 0.806183]",11,1.051712,"[7, 8]",2,"When designing accessible navigation, a skip link ensures",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,alt text,generation,gen_001,"In web accessibility, alt text is",0.852215,"[0.366735, 0.58514, 0.557447, 0.553217, 0.360605, 0.44153, 0.241268, 0.366657, 0.029684, 0.421167, 0.462417, 0.852215]",11,0.701617,"[5, 6]",2,"In web accessibility, alt text is",0.0,143000,160m
pythia-160m-deduped,step143000,alt text,generation,gen_002,"For blind users, alt text",0.851152,"[0.332838, 0.406384, 0.593402, 0.577575, 0.484213, 0.412734, 0.275879, 0.318283, 0.034389, 0.689669, 0.851152, 0.710893]",10,0.015442,"[5, 6]",2,"For blind users, alt text",0.0,143000,160m
pythia-160m-deduped,step143000,alt text,generation,gen_003,"To write effective alt text, content creators should",0.8435,"[0.515018, 0.691475, 0.488823, 0.616373, 0.100245, 0.235624, 0.229439, 0.345286, 0.644662, 0.02262, 0.707994, 0.8435]",11,0.017936,"[4, 5]",2,"To write effective alt text, content creators should",0.6666666666666666,143000,160m
pythia-160m-deduped,step143000,alt text,generation,gen_004,"Without alt text, screen reader users may",0.883518,"[0.512416, 0.60998, 0.456697, 0.550648, 0.176364, 0.341863, 0.121955, 0.3003, 0.102077, 0.883518, 0.401085, 0.833207]",9,0.00674,"[2, 3]",2,"Without alt text, screen reader users may",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,alt text,generation,gen_005,An accessibility scan found images lacking alt text. This means,0.693228,"[0.513029, 0.693228, 0.529859, 0.58974, 0.163449, 0.414713, 0.199444, 0.376751, 0.037054, 0.01994, 0.388734, 0.000888]",1,1.912578,"[7, 8]",2,An accessibility scan found images lacking alt text. This means,0.6666666666666666,143000,160m
pythia-160m-deduped,step143000,alt text,generation,gen_006,"When publishing web content, alt text ensures",0.829946,"[0.385688, 0.500324, 0.564465, 0.548308, 0.255845, 0.459334, 0.296095, 0.454483, 0.011747, 0.759324, 0.406136, 0.829946]",11,0.792638,"[6, 7]",2,"When publishing web content, alt text ensures",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,color contrast,generation,gen_001,"In web accessibility, color contrast is",0.861248,"[0.392896, 0.446265, 0.511654, 0.633693, 0.294984, 0.305384, 0.281563, 0.496489, 0.861248, 0.453154, 0.788364, 0.800656]",8,1.036091,"[5, 6]",2,"In web accessibility, color contrast is",0.6666666666666666,143000,160m
pythia-160m-deduped,step143000,color contrast,generation,gen_002,"For users with low vision, color contrast",0.881649,"[0.38716, 0.39016, 0.578352, 0.703617, 0.214491, 0.301687, 0.2274, 0.4507, 0.881649, 0.818111, 0.581165, 0.136718]",8,0.862067,"[7, 8]",2,"For users with low vision, color contrast",0.0,143000,160m
pythia-160m-deduped,step143000,color contrast,generation,gen_003,"To achieve sufficient color contrast, designers should",0.916603,"[0.53361, 0.560776, 0.402631, 0.637727, 0.131864, 0.086561, 0.381782, 0.451159, 0.857374, 0.503164, 0.366892, 0.916603]",11,7.1e-05,"[4, 5]",2,"To achieve sufficient color contrast, designers should",0.0,143000,160m
pythia-160m-deduped,step143000,color contrast,generation,gen_004,"Without adequate color contrast, users with visual impairments may",0.8955,"[0.54005, 0.575283, 0.441265, 0.626238, 0.180003, 0.05659, 0.211562, 0.382196, 0.8955, 0.267597, 0.870873, 0.775307]",8,0.711888,"[3, 4]",2,"Without adequate color contrast, users with visual impairments may",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,color contrast,generation,gen_005,An accessibility checker flagged poor color contrast. This means,0.912609,"[0.349184, 0.477439, 0.424894, 0.669359, 0.189403, 0.205475, 0.280366, 0.428096, 0.852401, 0.822446, 0.141572, 0.912609]",11,0.179054,"[8, 9]",2,An accessibility checker flagged poor color contrast. This means,0.0,143000,160m
pythia-160m-deduped,step143000,color contrast,generation,gen_006,"When selecting color palettes, color contrast ensures",0.910254,"[0.400004, 0.352295, 0.540938, 0.701958, 0.113513, 0.414636, 0.135942, 0.526684, 0.910254, 0.548101, 0.117201, 0.791]",8,0.327145,"[7, 8]",2,"When selecting color palettes, color contrast ensures",0.0,143000,160m
pythia-160m-deduped,step143000,focus indicator,generation,gen_001,"In web accessibility, a focus indicator is",0.654718,"[0.279823, 0.580469, 0.644641, 0.654718, 0.09023, 0.25761, 0.087545, 0.616735, 0.000551, 0.006903, 0.166446, 0.349481]",3,2.051005,"[6, 7]",2,"In web accessibility, a focus indicator is",0.6666666666666666,143000,160m
pythia-160m-deduped,step143000,focus indicator,generation,gen_002,"For keyboard users, a focus indicator",0.656559,"[0.314797, 0.580608, 0.646633, 0.656559, 0.105418, 0.343902, 0.197915, 0.463487, 0.005194, 0.007792, 0.100685, 0.001843]",3,1.981438,"[6, 7]",2,"For keyboard users, a focus indicator",0.6666666666666666,143000,160m
pythia-160m-deduped,step143000,focus indicator,generation,gen_003,"To implement visible focus indicators, developers should",0.903472,"[0.286778, 0.465448, 0.333852, 0.675975, 0.074294, 0.160366, 0.227808, 0.162018, 0.786311, 0.586652, 0.868731, 0.903472]",11,0.0,"[5, 6]",2,"To implement visible focus indicators, developers should",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,focus indicator,generation,gen_004,"Without a focus indicator, keyboard-only users may",0.778477,"[0.370735, 0.644644, 0.648899, 0.649069, 0.177759, 0.306104, 0.188416, 0.600596, 0.013687, 0.020869, 0.639172, 0.778477]",11,0.823282,"[3, 4]",2,"Without a focus indicator, keyboard-only users may",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,focus indicator,generation,gen_005,A usability test revealed missing focus indicators. This means,0.915436,"[0.076053, 0.056427, 0.016767, 0.008891, 0.0089, 0.020533, 0.014135, 0.027618, 0.915436, 0.13081, 0.824063, 0.556142]",8,0.093329,"[7, 8]",2,A usability test revealed missing focus indicators. This means,0.0,143000,160m
pythia-160m-deduped,step143000,focus indicator,generation,gen_006,"When styling interactive elements, a focus indicator ensures",0.846675,"[0.302608, 0.56163, 0.648758, 0.649305, 0.154899, 0.373252, 0.191708, 0.54414, 0.003584, 0.037489, 0.380859, 0.846675]",11,0.003683,"[7, 8]",2,"When styling interactive elements, a focus indicator ensures",1.0,143000,160m
pythia-160m-deduped,step143000,heading structure,generation,gen_001,"In web accessibility, heading structure is",0.620368,"[0.37936, 0.405311, 0.534757, 0.620368, 0.312349, 0.404399, 0.238931, 0.592863, 0.004688, 0.331277, 0.123613, 0.143215]",3,2.114305,"[5, 6]",2,"In web accessibility, heading structure is",0.0,143000,160m
pythia-160m-deduped,step143000,heading structure,generation,gen_002,"For screen readers, heading structure",0.84418,"[0.366894, 0.455403, 0.527466, 0.620048, 0.20129, 0.427918, 0.158965, 0.510509, 0.012086, 0.674138, 0.496946, 0.84418]",11,0.928191,"[5, 6]",2,"For screen readers, heading structure",0.0,143000,160m
pythia-160m-deduped,step143000,heading structure,generation,gen_003,"To create proper heading structure, content authors should",0.907917,"[0.68513, 0.364261, 0.590739, 0.70044, 0.13481, 0.405217, 0.480436, 0.563693, 0.907917, 0.043064, 0.890327, 0.718266]",8,0.410422,"[4, 5]",2,"To create proper heading structure, content authors should",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,heading structure,generation,gen_004,"Without logical heading structure, screen reader users may",0.780963,"[0.609119, 0.401477, 0.543988, 0.680084, 0.146138, 0.273309, 0.210312, 0.637582, 0.007176, 0.022516, 0.416691, 0.780963]",11,1.015014,"[3, 4]",2,"Without logical heading structure, screen reader users may",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,heading structure,generation,gen_005,An accessibility evaluation found improper heading structure. This means,0.911827,"[0.688085, 0.502055, 0.524399, 0.711542, 0.114902, 0.483595, 0.322824, 0.511996, 0.911827, 0.129452, 0.081004, 0.813142]",8,0.268572,"[6, 7]",2,An accessibility evaluation found improper heading structure. This means,0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,heading structure,generation,gen_006,"When organizing page content, heading structure ensures",0.819164,"[0.404385, 0.366119, 0.513071, 0.64741, 0.080825, 0.496114, 0.318747, 0.600765, 0.015212, 0.24316, 0.819164, 0.601818]",10,1.037389,"[6, 7]",2,"When organizing page content, heading structure ensures",0.0,143000,160m
pythia-160m-deduped,step143000,keyboard navigation,generation,gen_001,"In web accessibility, keyboard navigation is",0.81705,"[0.448193, 0.42776, 0.59161, 0.667944, 0.221595, 0.418814, 0.395402, 0.465153, 0.595182, 0.191988, 0.552469, 0.81705]",11,1.034087,"[5, 6]",2,"In web accessibility, keyboard navigation is",0.0,143000,160m
pythia-160m-deduped,step143000,keyboard navigation,generation,gen_002,"For users with motor disabilities, keyboard navigation",0.887133,"[0.317454, 0.35095, 0.623887, 0.675113, 0.142984, 0.380156, 0.313569, 0.413374, 0.887133, 0.071151, 0.761399, 0.784334]",8,0.71987,"[7, 8]",2,"For users with motor disabilities, keyboard navigation",0.0,143000,160m
pythia-160m-deduped,step143000,keyboard navigation,generation,gen_003,"To support keyboard navigation, developers should",0.857498,"[0.311207, 0.529909, 0.596347, 0.65641, 0.095181, 0.532562, 0.276203, 0.424997, 0.857498, 0.262321, 0.381373, 0.757503]",8,1.059176,"[3, 4]",2,"To support keyboard navigation, developers should",0.0,143000,160m
pythia-160m-deduped,step143000,keyboard navigation,generation,gen_004,"Without keyboard navigation support, motor-impaired users may",0.886079,"[0.612592, 0.477444, 0.532084, 0.676864, 0.297564, 0.287505, 0.34312, 0.518782, 0.886079, 0.511565, 0.339281, 0.822277]",8,0.874632,"[2, 3]",2,"Without keyboard navigation support, motor-impaired users may",0.0,143000,160m
pythia-160m-deduped,step143000,keyboard navigation,generation,gen_005,A manual test revealed keyboard navigation failures. This means,0.846701,"[0.515492, 0.58546, 0.563582, 0.681893, 0.138583, 0.54758, 0.196424, 0.446186, 0.846701, 0.598662, 0.243711, 0.674751]",8,0.927883,"[5, 6]",2,A manual test revealed keyboard navigation failures. This means,0.0,143000,160m
pythia-160m-deduped,step143000,keyboard navigation,generation,gen_006,"When developing interactive features, keyboard navigation ensures",0.836624,"[0.426466, 0.373481, 0.617842, 0.687575, 0.107195, 0.445649, 0.342463, 0.404919, 0.349711, 0.054561, 0.670013, 0.836624]",11,0.741491,"[6, 7]",2,"When developing interactive features, keyboard navigation ensures",0.0,143000,160m
pythia-160m-deduped,step143000,landmark region,generation,gen_001,"In web accessibility, a landmark region is",0.788628,"[0.262105, 0.18855, 0.655408, 0.613229, 0.144781, 0.352022, 0.510095, 0.449465, 0.00594, 0.316259, 0.788628, 0.768583]",10,0.015486,"[6, 7]",2,"In web accessibility, a landmark region is",0.0,143000,160m
pythia-160m-deduped,step143000,landmark region,generation,gen_002,"For screen reader users, landmark regions",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,2.484907,[7],3,"For screen reader users, landmark regions",0.0,143000,160m
pythia-160m-deduped,step143000,landmark region,generation,gen_003,"To implement landmark regions, developers should",0.534198,"[0.101472, 0.076963, 0.166572, 0.377743, 0.209835, 0.089591, 0.125396, 0.163477, 0.534198, 0.272116, 0.509507, 0.266714]",8,1.452554,"[4, 5, 6]",3,"To implement landmark regions, developers should",0.0,143000,160m
pythia-160m-deduped,step143000,landmark region,generation,gen_004,"Without proper landmark regions, assistive technology users may",0.567653,"[0.087324, 0.092943, 0.131592, 0.348825, 0.097623, 0.062415, 0.17694, 0.211819, 0.567653, 0.476989, 0.488045, 0.164862]",8,1.221728,"[4, 5, 6]",3,"Without proper landmark regions, assistive technology users may",0.0,143000,160m
pythia-160m-deduped,step143000,landmark region,generation,gen_005,An HTML validation found missing landmark regions. This means,0.474677,"[0.168694, 0.061251, 0.066921, 0.120537, 0.110579, 0.103124, 0.110534, 0.135596, 0.474677, 0.221361, 0.183512, 0.314259]",8,1.896584,"[7, 8, 9]",3,An HTML validation found missing landmark regions. This means,0.0,143000,160m
pythia-160m-deduped,step143000,landmark region,generation,gen_006,"When structuring page layout, landmark regions ensure",0.910829,"[0.510337, 0.207298, 0.428161, 0.644477, 0.102745, 0.527771, 0.282289, 0.271399, 0.814858, 0.910829, 0.219964, 5.2e-05]",9,0.255424,"[8, 9]",3,"When structuring page layout, landmark regions ensure",0.0,143000,160m
pythia-160m-deduped,step143000,aria attribute,generation,gen_001,"In web accessibility, an aria attribute is",0.844863,"[0.437166, 0.449518, 0.641181, 0.635503, 0.220832, 0.479731, 0.430215, 0.378262, 0.774216, 0.534666, 0.844863, 0.84114]",10,0.015496,"[6, 7]",2,"In web accessibility, an aria attribute is",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,aria attribute,generation,gen_002,"For screen reader users, aria attributes",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,2.484907,[7],2,"For screen reader users, aria attributes",0.0,143000,160m
pythia-160m-deduped,step143000,aria attribute,generation,gen_003,"To use aria attributes correctly, developers should",0.90497,"[0.258196, 0.527665, 0.462607, 0.624009, 0.126433, 0.269043, 0.135234, 0.348326, 0.575384, 0.90497, 0.832891, 0.825195]",9,0.450288,"[4, 5]",2,"To use aria attributes correctly, developers should",0.3333333333333333,143000,160m
pythia-160m-deduped,step143000,aria attribute,generation,gen_004,"Without appropriate aria attributes, custom widgets may",0.893694,"[0.242291, 0.348469, 0.24528, 0.64851, 0.089127, 0.205036, 0.389415, 0.174806, 0.10295, 0.042923, 0.893694, 0.490569]",10,0.003105,"[4, 5]",2,"Without appropriate aria attributes, custom widgets may",0.0,143000,160m
pythia-160m-deduped,step143000,aria attribute,generation,gen_005,An accessibility audit found missing aria attributes. This means,0.741972,"[0.095548, 0.03587, 0.038802, 0.007806, 0.007056, 0.023741, 0.017855, 0.0478, 0.005948, 0.355938, 0.741972, 0.357448]",10,0.020988,"[7, 8]",2,An accessibility audit found missing aria attributes. This means,1.0,143000,160m
pythia-160m-deduped,step143000,aria attribute,generation,gen_006,"When creating custom components, aria attributes ensure",0.794281,"[0.30693, 0.251788, 0.384471, 0.66321, 0.130239, 0.500088, 0.138147, 0.453775, 0.794281, 0.081117, 0.020046, 0.0]",8,0.415143,"[7, 8]",2,"When creating custom components, aria attributes ensure",0.0,143000,160m
pythia-160m-deduped,step15000,screen reader,generation,gen_001,"In web accessibility, a screen reader is",0.678513,"[0.303286, 0.604062, 0.589724, 0.678513, 0.204919, 0.269081, 0.096297, 0.190036, 0.076941, 0.101013, 0.119413, 0.214294]",3,2.020883,"[6, 7]",2,"In web accessibility, a screen reader is",1.0,15000,160m
pythia-160m-deduped,step15000,screen reader,generation,gen_002,"For blind users, a screen reader",0.659127,"[0.17544, 0.561546, 0.579969, 0.659127, 0.244561, 0.217202, 0.149881, 0.253699, 0.034759, 0.09617, 0.147349, 0.210196]",3,2.074504,"[6, 7]",2,"For blind users, a screen reader",0.0,15000,160m
pythia-160m-deduped,step15000,screen reader,generation,gen_003,"To ensure screen reader compatibility, developers should",0.612513,"[0.301745, 0.454119, 0.407694, 0.612513, 0.522273, 0.553516, 0.118066, 0.295088, 0.091722, 0.184669, 0.226927, 0.290851]",3,2.216822,"[3, 4]",2,"To ensure screen reader compatibility, developers should",0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,screen reader,generation,gen_004,"Without proper screen reader support, visually impaired users may",0.613103,"[0.255903, 0.451592, 0.470195, 0.613103, 0.241515, 0.263997, 0.052688, 0.305034, 0.168559, 0.123885, 0.228701, 0.103612]",3,2.158098,"[3, 4]",2,"Without proper screen reader support, visually impaired users may",1.0,15000,160m
pythia-160m-deduped,step15000,screen reader,generation,gen_005,An accessibility audit found that the site is not screen reader friendly. This means,0.677902,"[0.286847, 0.529457, 0.601847, 0.677902, 0.385429, 0.259852, 0.097219, 0.354654, 0.075552, 0.094678, 0.279788, 0.1614]",3,2.023691,"[10, 11]",2,An accessibility audit found that the site is not screen reader friendly. This means,0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,screen reader,generation,gen_006,"When building accessible sites, screen reader compatibility ensures",0.580094,"[0.152796, 0.531212, 0.462412, 0.580094, 0.17528, 0.240617, 0.099972, 0.226049, 0.095826, 0.208465, 0.283275, 0.240017]",3,2.21945,"[6, 7]",2,"When building accessible sites, screen reader compatibility ensures",0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,skip link,generation,gen_001,"In web accessibility, a skip link is",0.672222,"[0.317448, 0.520407, 0.672222, 0.653695, 0.187957, 0.44414, 0.138945, 0.289573, 0.082295, 0.214936, 0.234531, 0.312413]",2,2.16476,"[6, 7]",2,"In web accessibility, a skip link is",0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,skip link,generation,gen_002,"For keyboard navigation, a skip link",0.702284,"[0.323156, 0.566645, 0.702284, 0.688607, 0.150458, 0.412572, 0.137451, 0.319716, 0.08144, 0.139275, 0.193172, 0.346451]",2,2.135752,"[6, 7]",2,"For keyboard navigation, a skip link",0.6666666666666666,15000,160m
pythia-160m-deduped,step15000,skip link,generation,gen_003,"To implement a skip link, developers should",0.656836,"[0.267064, 0.599221, 0.640016, 0.656836, 0.135591, 0.34445, 0.122243, 0.343012, 0.066195, 0.162414, 0.289517, 0.381024]",3,2.079194,"[4, 5]",2,"To implement a skip link, developers should",0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,skip link,generation,gen_004,"Without a skip link, keyboard users may",0.650025,"[0.315814, 0.527869, 0.618426, 0.650025, 0.281533, 0.23977, 0.055276, 0.300579, 0.045866, 0.070159, 0.312861, 0.284112]",3,2.116734,"[3, 4]",2,"Without a skip link, keyboard users may",0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,skip link,generation,gen_005,An accessibility review noted the absence of a skip link. This means,0.721766,"[0.309187, 0.524536, 0.721766, 0.687378, 0.272549, 0.47686, 0.111822, 0.278623, 0.045958, 0.195918, 0.374251, 0.400508]",2,2.076137,"[9, 10]",2,An accessibility review noted the absence of a skip link. This means,0.6666666666666666,15000,160m
pythia-160m-deduped,step15000,skip link,generation,gen_006,"When designing accessible navigation, a skip link ensures",0.683087,"[0.277058, 0.547574, 0.665255, 0.683087, 0.218721, 0.431043, 0.114561, 0.310876, 0.062013, 0.173031, 0.201249, 0.313975]",3,1.949651,"[7, 8]",2,"When designing accessible navigation, a skip link ensures",0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,alt text,generation,gen_001,"In web accessibility, alt text is",0.662075,"[0.299566, 0.478441, 0.442951, 0.549144, 0.199433, 0.662075, 0.148222, 0.366128, 0.090777, 0.251551, 0.143088, 0.221435]",5,1.301914,"[5, 6]",2,"In web accessibility, alt text is",0.0,15000,160m
pythia-160m-deduped,step15000,alt text,generation,gen_002,"For blind users, alt text",0.624452,"[0.298729, 0.39239, 0.500222, 0.590953, 0.31546, 0.624452, 0.153639, 0.361226, 0.06145, 0.309702, 0.120014, 0.417317]",5,1.20852,"[5, 6]",2,"For blind users, alt text",0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,alt text,generation,gen_003,"To write effective alt text, content creators should",0.709546,"[0.306002, 0.324043, 0.468027, 0.709546, 0.090627, 0.370101, 0.066282, 0.230364, 0.065092, 0.061872, 0.118294, 0.193165]",3,1.888799,"[4, 5]",2,"To write effective alt text, content creators should",0.6666666666666666,15000,160m
pythia-160m-deduped,step15000,alt text,generation,gen_004,"Without alt text, screen reader users may",0.654813,"[0.327195, 0.370344, 0.441271, 0.654813, 0.294043, 0.419224, 0.146284, 0.454937, 0.264529, 0.126011, 0.250374, 0.336563]",3,1.959339,"[2, 3]",2,"Without alt text, screen reader users may",0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,alt text,generation,gen_005,An accessibility scan found images lacking alt text. This means,0.610841,"[0.297448, 0.320773, 0.438773, 0.610841, 0.299501, 0.420883, 0.073688, 0.357324, 0.063982, 0.202528, 0.114358, 0.535015]",3,2.056383,"[7, 8]",2,An accessibility scan found images lacking alt text. This means,0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,alt text,generation,gen_006,"When publishing web content, alt text ensures",0.639012,"[0.328459, 0.465378, 0.410923, 0.549438, 0.298719, 0.639012, 0.187122, 0.331075, 0.084305, 0.231226, 0.122816, 0.206784]",5,1.364807,"[6, 7]",2,"When publishing web content, alt text ensures",0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,color contrast,generation,gen_001,"In web accessibility, color contrast is",0.643559,"[0.595197, 0.643559, 0.530381, 0.589172, 0.188374, 0.530135, 0.33545, 0.271336, 0.133539, 0.186509, 0.178113, 0.302846]",1,2.016484,"[5, 6]",2,"In web accessibility, color contrast is",0.0,15000,160m
pythia-160m-deduped,step15000,color contrast,generation,gen_002,"For users with low vision, color contrast",0.583573,"[0.405351, 0.492311, 0.547399, 0.583573, 0.278948, 0.430975, 0.209186, 0.272927, 0.189079, 0.165183, 0.134957, 0.303963]",3,2.143712,"[7, 8]",2,"For users with low vision, color contrast",0.0,15000,160m
pythia-160m-deduped,step15000,color contrast,generation,gen_003,"To achieve sufficient color contrast, designers should",0.679907,"[0.659232, 0.679907, 0.517261, 0.624734, 0.212736, 0.22854, 0.098782, 0.418056, 0.161671, 0.198521, 0.236582, 0.218756]",1,2.031699,"[4, 5]",2,"To achieve sufficient color contrast, designers should",0.0,15000,160m
pythia-160m-deduped,step15000,color contrast,generation,gen_004,"Without adequate color contrast, users with visual impairments may",0.596979,"[0.596979, 0.571655, 0.380672, 0.593553, 0.308087, 0.312066, 0.076052, 0.383525, 0.153184, 0.200211, 0.38627, 0.381835]",0,1.979129,"[3, 4]",2,"Without adequate color contrast, users with visual impairments may",0.0,15000,160m
pythia-160m-deduped,step15000,color contrast,generation,gen_005,An accessibility checker flagged poor color contrast. This means,0.667461,"[0.567002, 0.511511, 0.588399, 0.667461, 0.24024, 0.262857, 0.09827, 0.261391, 0.100915, 0.099804, 0.179035, 0.311611]",3,2.021438,"[8, 9]",2,An accessibility checker flagged poor color contrast. This means,0.0,15000,160m
pythia-160m-deduped,step15000,color contrast,generation,gen_006,"When selecting color palettes, color contrast ensures",0.647604,"[0.351774, 0.392631, 0.633227, 0.647604, 0.20731, 0.510973, 0.292175, 0.607865, 0.09824, 0.103352, 0.15891, 0.353295]",3,1.998925,"[7, 8]",2,"When selecting color palettes, color contrast ensures",0.0,15000,160m
pythia-160m-deduped,step15000,focus indicator,generation,gen_001,"In web accessibility, a focus indicator is",0.732401,"[0.423657, 0.516881, 0.732401, 0.659382, 0.132059, 0.327706, 0.074969, 0.212511, 0.057095, 0.077288, 0.074678, 0.267045]",2,1.810296,"[6, 7]",2,"In web accessibility, a focus indicator is",1.0,15000,160m
pythia-160m-deduped,step15000,focus indicator,generation,gen_002,"For keyboard users, a focus indicator",0.725214,"[0.154974, 0.589181, 0.725214, 0.656562, 0.230999, 0.324037, 0.093184, 0.181811, 0.033599, 0.035684, 0.084189, 0.241275]",2,1.887998,"[6, 7]",2,"For keyboard users, a focus indicator",0.6666666666666666,15000,160m
pythia-160m-deduped,step15000,focus indicator,generation,gen_003,"To implement visible focus indicators, developers should",0.725329,"[0.341466, 0.492087, 0.103205, 0.725329, 0.044097, 0.278974, 0.162079, 0.086978, 0.295987, 0.112289, 0.070458, 0.309103]",3,1.884125,"[5, 6]",2,"To implement visible focus indicators, developers should",0.6666666666666666,15000,160m
pythia-160m-deduped,step15000,focus indicator,generation,gen_004,"Without a focus indicator, keyboard-only users may",0.678473,"[0.437236, 0.555237, 0.673973, 0.678473, 0.471565, 0.273239, 0.043506, 0.146384, 0.121517, 0.159538, 0.14199, 0.323908]",3,2.034451,"[3, 4]",2,"Without a focus indicator, keyboard-only users may",0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,focus indicator,generation,gen_005,A usability test revealed missing focus indicators. This means,0.34389,"[0.309347, 0.30408, 0.020512, 0.013157, 0.014879, 0.012856, 0.029876, 0.02662, 0.172393, 0.063606, 0.33841, 0.34389]",11,2.291137,"[7, 8]",2,A usability test revealed missing focus indicators. This means,0.3333333333333333,15000,160m
pythia-160m-deduped,step15000,focus indicator,generation,gen_006,"When styling interactive elements, a focus indicator ensures",0.709669,"[0.234025, 0.586122, 0.709669, 0.637545, 0.262471, 0.298941, 0.072982, 0.162357, 0.090819, 0.105565, 0.11602, 0.213955]",2,1.917042,"[7, 8]",2,"When styling interactive elements, a focus indicator ensures",0.6666666666666666,15000,160m
pythia-160m-deduped,step15000,heading structure,generation,gen_001,"In web accessibility, heading structure is",0.723829,"[0.326915, 0.315811, 0.723829, 0.672688, 0.114143, 0.564104, 0.079086, 0.340403, 0.134121, 0.191271, 0.136742, 0.282486]",2,1.989056,"[5, 6]",2,"In web accessibility, heading structure is",0.0,15000,160m
pythia-160m-deduped,step15000,heading structure,generation,gen_002,"For screen readers, heading structure",0.710066,"[0.333404, 0.298866, 0.710066, 0.659956, 0.084479, 0.336697, 0.065323, 0.238133, 0.050459, 0.127429, 0.110663, 0.262403]",2,2.029635,"[5, 6]",2,"For screen readers, heading structure",0.0,15000,160m
pythia-160m-deduped,step15000,heading structure,generation,gen_003,"To create proper heading structure, content authors should",0.747843,"[0.324767, 0.342339, 0.711761, 0.747843, 0.12239, 0.416318, 0.087016, 0.314333, 0.077709, 0.354256, 0.153129, 0.2172]",3,1.760865,"[4, 5]",2,"To create proper heading structure, content authors should",0.0,15000,160m
pythia-160m-deduped,step15000,heading structure,generation,gen_004,"Without logical heading structure, screen reader users may",0.689458,"[0.361451, 0.320236, 0.632521, 0.689458, 0.391245, 0.273155, 0.058621, 0.269843, 0.110008, 0.202063, 0.184605, 0.166369]",3,2.008878,"[3, 4]",2,"Without logical heading structure, screen reader users may",0.3333333333333333,15000,160m
